lp_id,payload_name,payload_class,conjugation_class,linker_class,linker_name,raw_site_label,site_resolved,qc_status,payload_anchor_atom,stub_anchor_atom,spacer_atoms,n_stub_atoms,n_payload_atoms,true_linker_size,pattern_stub,anchors_ambiguous,in_cys_trainset,in_multisite_trainset,linker_smiles,payload_smiles,canonical_lp_smiles,stereo_defined,source_type
mmaf__mc-val-cit-pab__02,MMAF,auristatin,cysteine,ValCitPAB,MC-Val-Cit-PAB,cysteine,cysteine,passed,52,47,35,9,52,35,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc2ccc(COC(=O)O)cc2,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,CC(C)[C@H](NC(=O)CCCCCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,no,ADCpedia
seco-duba__mc-gly-gly-phe-gly__05,Seco-DUBA,duocarmycin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,Cysteine,cysteine,passed,30,24,43,9,30,43,succinimide_thioether_4c,True,True,True,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN2C(=O)CC(S)C2=O,CC[C@@]1(O)C(=O)OCc4c1cc3c2nc6cc(F)c(C)c5CC[C@H](NC(=O)CO)c(c2Cn3c4=O)c56,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)CC(S)C1=O.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](NC(=O)CO)CC3,no,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly__05,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,cysteine,cysteine,passed,32,19,35,9,32,35,succinimide_thioether_4c,True,True,True,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN2C(=O)CC(S)C2=O,CC[C@@]1(O)C(=O)OCc5c1cc4c3nc2cc(F)c(N)cc2c(COCN)c3Cn4c5=O,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN1C(=O)CC(S)C1=O.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(N)cc1c2COCN,no,ADCpedia
calicheamicin__bcn-peg1-val-cit-pabc-oh,Calicheamicin,calicheamicin,other,ValCitPAB,BCN-PEG1-Val-Cit-PABC-OH,<EMPTY>,other,flagged,,,,,,,,,False,False,[H][C@]12CC/C=C\CC[C@@]1([H])[C@H]2COC(=O)NS(=O)(=O)NCCOCCOCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)Nc3ccc(COC(=O)O)cc3)C(C)C,[H][C@]56/C=N\c4cc(OCCCCCOc3cc2N[C@@H](O)[C@]1([H])C/C(C)=C\N1C(=O)c2cc3OC)c(OC)cc4C(=O)N5/C=C(C)\C6,CC(C)[C@H](NC(=O)COCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1[C@@H]2CC/C=C\CC[C@@H]21)C(=O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)O)cc1.COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)C[C@H]1[C@H](O)N3)N=C[C@@H]1CC(C)=CN1C2=O,yes,ADCpedia
calicheamicin__mal-peg4-va,Calicheamicin,calicheamicin,cysteine,ValAla,Mal-PEG4-VA,cysteine,cysteine,passed,,,,,,,,,False,False,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCCNC(=O)CCN1C(=O)C(S)CC1O)C(=O)N[C@@H](C)C(=O)NC2/C=C\C(COC(=O)O)=C/C2,[H][C@]56/C=N\c4cc(OCCCCCO/C3=C/C2N[C@@H](O)[C@]1([H])C/C(C)=C\N1C(=O)C2/C=C3/OC)c(OC)cc4C(=O)N5/C=C(C)\C6,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCCNC(=O)CCN1C(=O)C(S)CC1O)C(=O)N[C@@H](C)C(=O)NC1C=CC(COC(=O)O)=CC1.COC1=CC2C(=O)N3C=C(C)C[C@H]3[C@H](O)NC2C=C1OCCCCCOc1cc2c(cc1OC)C(=O)N1C=C(C)C[C@H]1C=N2,no,ADCpedia
calicheamicin__aminoethyl-ss-ethylalcohol,Calicheamicin,calicheamicin,cysteine,disulfide,Aminoethyl-SS-ethylalcohol,cysteine,cysteine,flagged,,,,,,,,,False,False,C[C@H](O)SS,[H][C@@]16CC(=C)CN1C(=O)c5cc(OC)c(OCCCCCOc2cc4c(cc2OC)C(=O)N3CC(=C)C[C@@]3([H])[C@H](O)N4C(=O)O)cc5NC6=O,C[C@H](O)SS.C=C1C[C@H]2C(=O)Nc3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4CC(=C)C[C@H]4[C@H](O)N5C(=O)O)c(OC)cc3C(=O)N2C1,yes,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly__06,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,cysteine,cysteine,passed,32,19,35,9,32,35,succinimide_thioether_4c,True,True,True,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCn2c(=O)ccc2=O,CC[C@@]1(O)C(=O)OCc5c1cc4c3nc2cc(F)c(N)cc2cc3Cn4c5=O,O=C(O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN1C(=O)C=CC1=O.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(N)c(F)cc3nc2-1,yes,ADCpedia
mmaf__propargyl-peg2-amine__03,MMAF,auristatin,click,click-handle,Propargyl-PEG2-amine,cysteine,click_chemistry,passed,,,,,,,,,False,False,O=C(O)CCCCCN1C(=O)CC(S)C1=O,CC[C@H](C)C([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,O=C(O)CCCCCN1C(=O)CC(S)C1=O.CC[C@H](C)C([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)[C@@H](NC(=O)[C@@H](NC)C(C)C)C(C)C,no,ADCpedia
dm1__amino-peg10-oh__02,DM1,maytansinoid,cysteine,PEG,Amino-PEG10-OH,cystiene,cysteine,flagged,50,26,5,3,50,5,amide,False,False,True,S(C(C)CCC(N[H])=O)[H],C[C@]1([C@@](CC(N(C(C=C2C=C3OC)=C3Cl)C)=O)([H])OC([C@H](C)N(C)C(CCS)=O)=O)[C@H]([C@@H]([C@](OC4=O)([H])C[C@]([C@](/C=C/C=C(C)/C2)([H])OC)(N4)O)C)O1,CC(S)CCC(N)=O.COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,no,ADCpedia
calicheamicin__acbut,Calicheamicin,calicheamicin,lysine,other,AcBut,lysine,lysine,passed,84,79,5,19,84,5,amide,False,False,True,C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(N)=O)cc1,CCN(C(C)=O)[C@H]7CO[C@@H](O[C@@H]4[C@@H](O)[C@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c2c(C)c(I)c(O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]1O)c(OC)c2OC)[C@@H](C)O3)[C@@H](C)O[C@H]4O[C@H]5C#C/C=C\C#C[C@]/6(O)CC(=O)/C(NC(=O)OC)=C5\C6=C/CS)C[C@@H]7OC,C/C(=N\NC(=O)CC(C)(C)S)c1ccc(OCCCC(N)=O)cc1.CCN(C(C)=O)[C@H]1CO[C@@H](O[C@H]2[C@H](O[C@H]3C#C/C=C\C#C[C@]4(O)CC(=O)C(NC(=O)OC)=C3/C4=C\CS)O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](OC)[C@H]5O)c(OC)c4OC)[C@@H](C)O3)[C@@H]2O)C[C@@H]1OC,yes,ADCpedia
mmaf__propargyl-peg2-amine__04,MMAF,auristatin,click,click-handle,Propargyl-PEG2-amine,cysteine,click_chemistry,passed,,,,,,,,,False,False,O=C(O)CCCCCN1C(=O)CC(S)C1=O,CC[C@H](C)[C@@H](C(CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O)OC)N(C)C(=O)C(NC(=O)[C@@H](NC)C(C)C)C(C)C,O=C(O)CCCCCN1C(=O)CC(S)C1=O.CC[C@H](C)[C@@H](C(CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)OC)N(C)C(=O)C(NC(=O)[C@@H](NC)C(C)C)C(C)C,no,ADCpedia
pbd-dimer__dbco-val-cit-oh,PBD dimer,PBD_anthracycline,click,ValCit,DBCO-Val-Cit-OH,Fc glycan,glycan,flagged,,,,,,,,,False,False,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCNC(=O)CCC(=O)N3Cc1ccccc1C#Cc2ccccc23)C(=O)N[C@@H](C)C(=O)O,[H][C@]68/C=N\c5cc(OCCCOc4cc3/N=C\[C@@]2([H])C/C(c1ccc(OC)cc1)=C\N2C(=O)c3cc4OC)c(OC)cc5C(=O)N6/C=C(c7ccc(N)cc7)\C8,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCNC(=O)CCC(=O)N1Cc2ccccc2C#Cc2ccccc21)C(=O)N[C@@H](C)C(=O)O.COc1ccc(C2=CN3C(=O)c4cc(OC)c(OCCCOc5cc6c(cc5OC)C(=O)N5C=C(c7ccc(N)cc7)C[C@H]5C=N6)cc4N=C[C@H]3C2)cc1,yes,ADCpedia
calicheamicin__mal-amido-peg8-val-gly-pab-oh__03,Calicheamicin,calicheamicin,cysteine,PEG,Mal-amido-PEG8-val-gly-PAB-OH,cysteine,cysteine,passed,44,43,55,9,44,55,succinimide_thioether_4c,False,True,True,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](C)C(=O)Nc2ccc(COC(=O)O)cc2,COc3cc2C(=O)N1/C=C(C)\C[C@H]1/C=N\c2cc3OCCCCCOc6cc5N[C@@H](O)[C@@H]4C/C(C)=C\N4C(=O)c5cc6OC,CC(C)[C@H](NC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCN1C(=O)CC(S)C1=O)C(=O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)O)cc1.COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)C[C@H]1[C@H](O)N3)N=C[C@@H]1CC(C)=CN1C2=O,no,ADCpedia
paclitaxel-derivative__propargyl-peg2-amine__02,Paclitaxel derivative,taxane,click,click-handle,Propargyl-PEG2-amine,Cysteine,click_chemistry,passed,34,30,23,13,34,23,triazole,False,False,True,O=C(COC1CCCCCc2c1[nH][nH]n2c3ccc(CS)cc3)NCCOP(=O)(O)O[P+](O)(O)OCO,[H][C@@]13C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@]4(F)[C@@]2(C)/C=C\C(=O)\C=C2\[C@@H](F)C[C@@]34[H],O=C(COC1CCCCCC2=C1NNN2c1ccc(CS)cc1)NCCOP(=O)(O)O[P+](O)(O)OCO.CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,no,ADCpedia
seco-duba__ala-co-amide-c4-boc__03,Seco-DUBA,duocarmycin,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@H]6C[C@@]5([H])[C@]4([H])C[C@H]3OC(c2ccc(C(S)c1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]5([H])[C@@]/7(C)/C=C\C(=O)\C=C67,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1OC(c3ccc(C(S)c4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly-nh-ch2-o-ch2cooh,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly-NH-CH2-O-CH2COOH,cysteine,cysteine,passed,32,24,35,9,32,35,succinimide_thioether_4c,False,False,True,O=C(O)COCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN2C(=O)CC(S)C2=O,CC[C@@]1(O)C(=O)OCc4c1cc3c2nc6cc(F)c(C)c5CC[C@H](N)c(c2Cn3c4=O)c56,O=C(O)COCNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCCCCN1C(=O)CC(S)C1=O.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,no,ADCpedia
sn-38__cl2-linker,SN-38,camptothecin,cysteine,other,CL2 Linker,cysteine,cysteine,passed,29,24,80,9,29,80,succinimide_thioether_4c,False,True,True,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn4cc(CNC(=O)C3CCC(CN2C(=O)CC(S)C2=O)CC3)nn4)C(=O)Nc5ccc(COC(=O)O)cc5,CCc3c2C[NH+]1C(=O)/C5=C(\C=C1\c2nc4ccc(O)cc34)/[C@@](O)(CC)C(=O)OC5,NCCCCC(NC(=O)C(Cc1ccccc1)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCn1cc(CNC(=O)C2CCC(CN3C(=O)CC(S)C3=O)CC2)nn1)C(=O)Nc1ccc(COC(=O)O)cc1.CCc1c2c(nc3ccc(O)cc13)C1=CC3=C(COC(=O)[C@]3(O)CC)C(=O)[NH+]1C2,no,ADCpedia
eribulin__propargyl-peg2-amine,Eribulin,eribulin,click,click-handle,Propargyl-PEG2-amine,cysteine,click_chemistry,passed,52,42,10,22,52,10,amide,True,False,True,CN(C(=O)OCC(C)(C)SSCCNC(=O)CCOCCOCCOCCn2cc(CCOCCOCCOCCOCCN1C(=O)CC(S)C1=O)nn2)c3ccc(COC(=O)O)cc3,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,CN(C(=O)OCC(C)(C)SSCCNC(=O)CCOCCOCCOCCn1cc(CCOCCOCCOCCOCCN2C(=O)CC(S)C2=O)nn1)c1ccc(COC(=O)O)cc1.C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,no,ADCpedia
seco-duba__val-cit-pab-oh,Seco-DUBA,duocarmycin,lysine,ValCitPAB,Val-cit-PAB-OH,<EMPTY>,lysine,passed,51,26,10,28,51,10,amide,False,False,True,CC(C)[C@H](NC(=O)CCCCC(N)=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1,CNCCC(=O)N(C)[C@@H](C)C(=O)O[C@H]3CC(=O)N(C)c1cc(cc(OC)c1Cl)C/C(C)=C\C=C/[C@@H](OC)[C@@]2(O)C[C@H](OC(=O)N2)[C@@H](C)[C@@H]4O[C@@]34C,CC(C)[C@H](NC(=O)CCCCC(N)=O)C(=O)N[C@@H](CCCNC(N)=O)C(=O)Nc1ccc(COC(=O)O)cc1.CNCCC(=O)N(C)[C@@H](C)C(=O)O[C@H]1CC(=O)N(C)c2cc(cc(OC)c2Cl)C/C(C)=C\C=C/[C@@H](OC)[C@@]2(O)C[C@H](OC(=O)N2)[C@@H](C)[C@@H]2O[C@@]12C,yes,ADCpedia
dm4__bis-ss-c3-nhs-ester__02,DM4,maytansinoid,lysine,disulfide,Bis-SS-C3-NHS ester,cysteine,lysine,passed,53,29,7,7,53,7,amide,True,False,True,O=C(CCCS)ON1C(=O)CC(S)C1=O,C[C@]1([C@H](CC(N(C(C=C2C=C3OC)=C3Cl)C)=O)OC([C@H](C)N(C)C(CCC(C)(S)C)=O)=O)[C@H]([C@@H]([C@](OC4=O)([H])C[C@]([C@](/C=C/C=C(C)/C2)([H])OC)(N4)O)C)O1,O=C(CCCS)ON1C(=O)CC(S)C1=O.COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)S)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,no,ADCpedia
dgn549-derivative__mc-val-ala-oh__03,DGN549 derivative,PBD_anthracycline,cysteine,ValAla,MC-Val-Ala-OH,cysteine,cysteine,passed,53,51,20,10,53,20,succinimide_thioether_5c,True,True,True,C[C@H](NC(=O)[C@H](C)NC(=O)CCCCC(=O)NCCN1C(=O)CCC(S)C1=O)C(=O)O,COc4cc3C(=O)N2c1ccccc1C[C@H]2/C=N\c3cc4OCc9cc(N)cc(COc8cc7/N=C\[C@@H]6Cc5ccccc5N6C(=O)c7cc8OC)c9,C[C@H](NC(=O)[C@H](C)NC(=O)CCCCC(=O)NCCN1C(=O)CCC(S)C1=O)C(=O)O.COc1cc2c(cc1OCc1cc(N)cc(COc3cc4c(cc3OC)C(=O)N3c5ccccc5C[C@H]3C=N4)c1)N=C[C@@H]1Cc3ccccc3N1C2=O,no,ADCpedia
calicheamicin__bcn-peg1-val-cit-pabc-oh__02,Calicheamicin,calicheamicin,click,ValCitPAB,BCN-PEG1-Val-Cit-PABC-OH,6-N3-GalNAc,glycan,flagged,,,,,,,,,False,False,[H][C@]23CCc1nn[nH]c1CC[C@@]2([H])[C@H]3COC(=O)NS(=O)(=O)NCCOCCOCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)Nc4ccc(COC(=O)O)cc4)C(C)C,[H][C@]56/C=N\c4cc(OCCCCCOc3cc2N[C@@H](O)C1C/C(C)=C\N1C(=O)c2cc3OC)c(OC)cc4C(=O)N5/C=C(C)\C6,CC(C)[C@H](NC(=O)COCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1[C@@H]2CCc3[nH]nnc3CC[C@@H]21)C(=O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)O)cc1.COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)CC1[C@H](O)N3)N=C[C@@H]1CC(C)=CN1C2=O,no,ADCpedia
sn-38__cl2a__04,SN-38,camptothecin,cysteine,other,CL2A,cysteine,cysteine,passed,29,17,69,9,29,69,succinimide_thioether_4c,True,True,True,NCCCCC(NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCn3cc(CNC(=O)C2CCC(CN1C(=O)CC(S)C1=O)CC2)nn3)C(=O)Nc4ccc(COC(=O)O)cc4,CCc4c3Cn2c(cc1c(COC(=O)[C@]1(N)CC)c2=O)c3nc5ccc(O)cc45,NCCCCC(NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCn1cc(CNC(=O)C2CCC(CN3C(=O)CC(S)C3=O)CC2)nn1)C(=O)Nc1ccc(COC(=O)O)cc1.CCc1c2c(nc3ccc(O)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(N)CC,no,ADCpedia
dxd-derivative__mc-gly-gly-phe-gly__07,Dxd derivative,camptothecin,cysteine,GGFG,MC-Gly-Gly-Phe-Gly,cysteine,cysteine,passed,32,19,35,9,32,35,succinimide_thioether_4c,True,True,True,O=C(O)COCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN2C(=O)CC(S)C2=O,CC[C@@]1(O)C(=O)OCc4c1cc3c2nc6cc(F)c(C)c5CC[C@H](N)c(c2Cn3c4=O)c56,O=C(O)COCNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)CCOCCOCCOCCN1C(=O)CC(S)C1=O.CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,no,ADCpedia
dgn549-derivative__amino-peg10-oh,DGN549 derivative,PBD_anthracycline,lysine,PEG,Amino-PEG10-OH,lysine,lysine,flagged,72,15,8,3,72,8,amide,False,False,True,NC(=O)C(CCS)S(=O)(=O)O,[H][C@]79CNc6cc(OCc5cc(COc4cc3NC(S(=O)(=O)O)[C@]2([H])Cc1ccccc1N2C(=O)c3cc4OC)cc(N(CCOCCOCCOC)CC(C)(C)S)c5)c(OC)cc6C(=O)N7c8ccccc8C9,NC(=O)C(CCS)S(=O)(=O)O.COCCOCCOCCN(CC(C)(C)S)c1cc(COc2cc3c(cc2OC)C(=O)N2c4ccccc4C[C@H]2CN3)cc(COc2cc3c(cc2OC)C(=O)N2c4ccccc4C[C@H]2C(S(=O)(=O)O)N3)c1,no,ADCpedia
calicheamicin__bcn-peg1-val-cit-pabc-oh__03,Calicheamicin,calicheamicin,cysteine,ValCitPAB,BCN-PEG1-Val-Cit-PABC-OH,Cysteine,cysteine,flagged,,,,,,,,,False,False,[H][C@]23CCc1[nH][nH][nH]c1CC[C@@]2([H])[C@H]3COC(=O)NS(=O)(=O)NCCOCCOCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)Nc4ccc(COC(=O)O)cc4)C(C)C,COc3cc2C(=O)N1/C=C(C)\C[C@H]1/C=N\c2cc3OCCCCCOc6cc5N[C@@H](N)[C@@H]4C/C(C)=C\N4C(=O)c5cc6OC,CC(C)[C@H](NC(=O)COCCOCCNS(=O)(=O)NC(=O)OC[C@@H]1[C@@H]2CCC3=C(CC[C@@H]21)NNN3)C(=O)N[C@@H](C)C(=O)Nc1ccc(COC(=O)O)cc1.COc1cc2c(cc1OCCCCCOc1cc3c(cc1OC)C(=O)N1C=C(C)C[C@H]1[C@H](N)N3)N=C[C@@H]1CC(C)=CN1C2=O,yes,ADCpedia
tubulysin-derivative__mcc__02,Tubulysin derivative,tubulysin,cysteine,non-cleavable_MCC,MCC,cysteine,cysteine,flagged,25,0,25,9,25,25,succinimide_thioether_4c,False,True,True,O=C(CCCCn1c(=O)ccc1=O)NC[C@@H]3CCC(C(=O)NCCN2C(=O)CC(S)C2=O)CC3,O=C2CC/C(=C(O)\N[C@@H](CCCCCS)C(=O)Nc1ccccc1)N2,O=C(CCCCN1C(=O)C=CC1=O)NCC1CCC(C(=O)NCCN2C(=O)CC(S)C2=O)CC1.O=C1CC/C(=C(/O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2)N1,no,ADCpedia
paclitaxel-derivative__ala-co-amide-c4-boc__03,Paclitaxel derivative,taxane,other,other,Ala-CO-amide-C4-Boc,<EMPTY>,other,passed,,,,,,,,,False,False,C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O,[H][C@@]46C[C@H]3OC(c2ccc(Sc1cccc(N)c1)cc2)OC3(C(=O)CO)[C@@]4(C)C[C@H](O)[C@]7(F)[C@@]5(C)/C=C\C(=O)\C=C5\[C@@H](F)C[C@@]67[H],C[C@H](NC(=O)[C@H](C)NC(=O)CCNC(=O)CCC(=O)O)C(=O)O.C[C@]12C[C@H](O)[C@@]3(F)[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@H]1OC(c3ccc(Sc4cccc(N)c4)cc3)OC12C(=O)CO,no,ADCpedia
dm1__n-bromoacetyl-alanine,DM1,maytansinoid,lysine,other,N-Bromoacetyl-ÃÂ²-alanine,lysine,lysine,flagged,50,26,5,3,50,5,amide,False,False,True,NC(=O)CCC(=O)S,COc1cc4cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]2(C)O[C@H]2[C@H](C)[C@@H]3C[C@@](O)(NC(=O)O3)[C@H](OC)/C=C\C=C(C)/C4,NC(=O)CCC(=O)S.COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C\C=C(\C)C2,yes,ADCpedia
dm4__r-azetidine-2-carboxylic-acid__04,DM4,maytansinoid,lysine,other,(R)-Azetidine-2-carboxylic acid,Lysine,lysine,flagged,53,29,4,3,53,4,amide,False,False,True,NC(=O)CCCS,[H][C@@]14C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(C)/Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)S)[C@]3(C)O[C@H]3[C@@H]4C,NC(=O)CCCS.COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCC(C)(C)S)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,yes,ADCpedia
aldoxorubicin__mcc,Aldoxorubicin,PBD_anthracycline,lysine,non-cleavable_MCC,MCC,cysteine,lysine,passed,39,19,10,8,39,10,amide,False,False,True,NC(=O)C2CCC(CN1C(=O)CC(S)C1=O)CC2,COc4cccc5c(=O)c3c(O)c2C[C@@](O)(C(=N)CO)C[C@H](O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)c2c(O)c3c(=O)c45,NC(=O)C1CCC(CN2C(=O)CC(S)C2=O)CC1.COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=N)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,no,ADCpedia
